LHR-RES,false,MAD,40.47361111,-3.561111111
CDG-RTM,false,BRU,50.90166667,4.494166667
CDG-LIN,false,BRU,50.90166667,4.494166667
GRU-COR,false,COR,-31.31305556,-64.19944444
CDG-LAX,false,ZRH,47.45833333,8.551666667
GRU-RES,false,AEP,-34.55888889,-58.41583333
GRU-ELP,false,ORD,41.97805556,-87.90611111
LHR-RTM,false,BRU,50.90166667,4.494166667
GRU-MDZ,false,AEP,-34.55888889,-58.41583333
GRU-ORD,false,ORD,41.97805556,-87.90611111
